#,Title,Company,URL,Location,State,Salary,Date Posted,Expiration Date
33,Project Manager III,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Allentown-Pennsylvania-USA/Project-Manager-III_R-01338268,"Allentown, Pennsylvania, USA",PA,N/A,2026-01-07,N/A
34,"Senior Manager, QC Microbiology",Bms,https://bristolmyerssquibb.wd5.myworkdayjobs.com/BMS/job/Summit-West---NJ---US/Senior-Manager--QC-Microbiology_R1596419,Summit West - NJ - US,NJ,N/A,2026-01-05,N/A
35,Sr Staff. Project Manager,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Waltham-Massachusetts-USA/Sr-Staff-Project-Manager_R-01331864,"Waltham, Massachusetts, USA",MA,N/A,2025-12-22,N/A
36,Sr. Project Manager,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Waltham-Massachusetts-USA/Sr-Project-Manager_R-01337179,"Waltham, Massachusetts, USA",MA,N/A,2025-12-22,N/A
37,"Associate Director, Planning and Manufacturing Systems Project Manager",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---Pennsylvania---West-Point/Associate-Director--Planning-and-Manufacturing-Systems-Project-Manager_R377648-1,USA - Pennsylvania - West Point,PA,N/A,2025-12-22,N/A
38,2026 Future Talent Program - Research – Chemical Biology- Co-Op,Merck,https://www.indeed.com/viewjob?jk=840ac344a4905795,"Cambridge, MA, US",MA,"$39,600",2023-09-05,2026-02-06
39,"2026 Future Talent Program – Discovery Immunology – Co-op (Cambridge, MA)",Merck,https://www.indeed.com/viewjob?jk=015620fc83536dbf,"Cambridge, MA, US",MA,"$39,600",2023-09-05,2026-02-06
40,"Associate Scientist, Postdoctoral Fellow- Data Science for Multi-omics and Biomarker Modelling in Neuroscience",Merck,https://www.indeed.com/viewjob?jk=6f231a7e8b47f7a4,"Cambridge, MA, US",MA,N/A,2023-09-05,2026-01-23
41,Associate Principal Scientist – Downstream Vaccines and Advanced Biotechnologies Process R&D,Merck,https://www.indeed.com/viewjob?jk=1781dfe9644dad42,"West Point, PA, US",PA,"$142,400",2023-09-05,2026-02-10
42,Senior Scientist – Downstream Vaccines and Advanced Biotechnologies Process R&D,Merck,https://www.indeed.com/viewjob?jk=d345f2eee98a33cb,"West Point, PA, US",PA,"$117,000",2023-09-05,2026-01-29
43,"Senior Scientist, Nucleic Acid Chemistry","Flagship Pioneering, Inc.",https://www.indeed.com/viewjob?jk=9d1814e82cc1f2d3,"Cambridge, MA, US",MA,"$126,000",N/A,N/A
44,Technical Buyer II,PerkinElmer,https://www.indeed.com/viewjob?jk=f12e2f0e5d854ea2,"Woburn, MA, US",MA,N/A,N/A,N/A
45,"Head, Translational Research and Biomarkers",Novartis,https://www.indeed.com/viewjob?jk=6d89457dea1aa5b9,"Cambridge, MA, US",MA,"$185,500",N/A,N/A
46,Senior Editor,cradle,https://www.indeed.com/viewjob?jk=97495e04da284237,"Boston, MA, US",MA,N/A,N/A,N/A
47,Molecular Biology Scientist/Senior Associate Scientist,Legend Biotech,https://www.indeed.com/viewjob?jk=978ed50cd20da9cc,"Philadelphia, PA, US",PA,N/A,N/A,N/A
48,Immuno-oncology Intern,Legend Biotech,https://www.indeed.com/viewjob?jk=c6ddab602a2f454f,"Piscataway, NJ, US",NJ,N/A,N/A,N/A
49,"Postdoctoral Associate, Multiple Vacancies",Rutgers University,https://www.indeed.com/viewjob?jk=1ff846327518b8b5,"New Brunswick, NJ, US",NJ,"$63,968",N/A,N/A
50,Visiting Researcher (Multiple Vacancies),Rutgers University,https://www.indeed.com/viewjob?jk=4bb47728e3963b7a,"New Brunswick, NJ, US",NJ,"$45,000",N/A,N/A
51,Associate Researcher I- Pharmacological Sciences,Mount Sinai Health System,https://www.indeed.com/viewjob?jk=79e8ef25333c7c00,"New York, NY, US",NY,$58661,N/A,N/A
52,POSTDOCTORAL ASSOCIATE,Hospital for Special Surgery,https://www.indeed.com/viewjob?jk=15e183d0c78232ec,"New York, NY, US",NY,$23,N/A,N/A
53,Research Technician I,Weill Cornell Medicine,https://www.indeed.com/viewjob?jk=63945cdf19d78939,"New York, NY, US",NY,$22,N/A,N/A
54,Senior Associate Scientist - Bioassays,Regeneron,https://www.indeed.com/viewjob?jk=ccca089d829b7a6d,"Tarrytown, NY, US",NY,"$80,300",N/A,N/A
55,Postdoctoral Associate,Rutgers University,https://www.indeed.com/viewjob?jk=d9b34f7e1a8218bd,"Piscataway, NJ, US",NJ,"$63,968",N/A,N/A
56,Research Technician B,Albert Einstein College of Medicine,https://www.indeed.com/viewjob?jk=6043623b29468790,"Bronx, NY, US",NY,$26,N/A,N/A
57,"Senior Scientist, Stem Cell Biology - Hematology & Medical Oncology",Mount Sinai Health System,https://www.indeed.com/viewjob?jk=d2aca9e3aba92c24,"New York, NY, US",NY,$58661,N/A,N/A
58,"Senior Scientist, Megakaryocyte Stem Cell Biology - Hematology & Medical Oncology",Mount Sinai Health System,https://www.indeed.com/viewjob?jk=ebc03c18c7296929,"New York, NY, US",NY,$58661,N/A,N/A
59,"Associate Director, Precision Medicine",Regeneron,https://www.indeed.com/viewjob?jk=28d4c4785442b32a,"Armonk, NY, US",NY,"$176,100",N/A,N/A
60,"Associate Scientist, In Vivo & In Vitro",Regeneron,https://www.indeed.com/viewjob?jk=81f1ddc0bcea9eda,"Tarrytown, NY, US",NY,"$70,300",N/A,N/A
61,Technician A,Columbia University,https://www.indeed.com/viewjob?jk=be5fd9a9b7844fdb,"New York, NY, US",NY,"$46,529",N/A,N/A
62,"Associate Director, Precision Medicine",Regeneron,https://www.indeed.com/viewjob?jk=ea35df626f3895f8,"Armonk, NY, US",NY,"$176,100",N/A,N/A
63,"Associate Scientist, In Vivo & In Vitro",Regeneron,https://www.indeed.com/viewjob?jk=f83c4af1c81d8b65,"Tarrytown, NY, US",NY,"$70,300",N/A,N/A
64,Research Assistant | Laboratory of Chemistry and Cell Biology,Rockefeller University,https://www.indeed.com/viewjob?jk=2ed8247b3383f212,"New York, NY, US",NY,"$50,000",N/A,N/A
65,"Technical Associate I, Ribbeck Lab",Massachusetts Institute of Technology,https://www.indeed.com/viewjob?jk=4b0ec30a43f9b853,"Cambridge, MA, US",MA,N/A,N/A,N/A
66,"Director, Oncology Translational Research",Novartis,https://www.indeed.com/viewjob?jk=49426ed70a9c126f,"Cambridge, MA, US",MA,"$185,500",N/A,N/A
67,Research Assistant (Islet Cell & Regenerative Biology),Joslin Diabetes Center,https://www.indeed.com/viewjob?jk=45ecf982c2ba6e2d,"Boston, MA, US",MA,$21,N/A,N/A
68,Lab Analyst II NENSP Molecular,University of Massachusetts,https://www.indeed.com/viewjob?jk=8eebb6c8d64199aa,"Worcester, MA, US",MA,N/A,N/A,N/A
69,Research Associate I (Lab),Tufts Medical Center,https://www.indeed.com/viewjob?jk=0a65d4d0da658580,"Boston, MA, US",MA,"$55,883",N/A,N/A
70,6137 - Senior Lab Scientist / Lead Project Engineer,Verista,https://www.indeed.com/viewjob?jk=455457ebc5dfafe2,"Cambridge, MA, US",MA,N/A,N/A,N/A
71,"Sr. Director, Spatial Biology",Quanterix,https://www.indeed.com/viewjob?jk=358556a37627cc01,"Billerica, MA, US",MA,N/A,N/A,N/A
72,"Research Technician: Pediatric Oncology, Heikamp Lab",Dana-Farber Cancer Institute,https://www.indeed.com/viewjob?jk=183d3ac010e11035,"Boston, MA, US",MA,"$47,500",N/A,N/A
73,"Research Associate, Protein Science",Lila Sciences,https://www.indeed.com/viewjob?jk=8bb3d764a3b9e740,"Cambridge, MA, US",MA,"$72,000 –$94,000",N/A,N/A
74,"Scientist, Pooled Functional Screening",Lila Sciences,https://www.indeed.com/viewjob?jk=95165f2b05ca12bd,"Cambridge, MA, US",MA,"$108,000–$170,000",N/A,N/A
75,"Associate Scientist, Assay Development",Pfizer,https://www.indeed.com/viewjob?jk=61d96dc90d513893,"Cambridge, MA, US",MA,"$60,200",N/A,2026-01-22
76,"Sr Research Associate, Molecular Biology",TWIST BIOSCIENCE,https://www.indeed.com/viewjob?jk=56bfbba46c1f88fc,"Quincy, MA, US",MA,N/A,N/A,N/A
77,"Research Scientist, AI/ML Foundational Models",Takeda Pharmaceuticals,https://www.indeed.com/viewjob?jk=5ec9542952f08ba2,"Boston, MA, US",MA,"$111,800",N/A,N/A
78,Research Technician,Brandeis University,https://www.indeed.com/viewjob?jk=bad75ba54b4a3392,"Waltham, MA, US",MA,"$39,600",N/A,N/A
79,Technical Associate I,Massachusetts Institute of Technology,https://www.indeed.com/viewjob?jk=623a99a150a2ef1a,"Cambridge, MA, US",MA,N/A,N/A,N/A
80,"Principal Scientist, Analytical Development",nan,https://www.indeed.com/viewjob?jk=57060a9b11328a03,"Cambridge, MA, US",MA,$30,N/A,N/A
81,Postdoctoral Fellow,Mass General Brigham,https://www.indeed.com/viewjob?jk=5b1c533c9ed9e61c,"Boston, MA, US",MA,N/A,N/A,N/A
82,"Research Associate II/Senior Research Associate, Discovery",CAMP4 Therapeutics,https://www.indeed.com/viewjob?jk=2f65965b15ea5a0c,"Cambridge, MA, US",MA,"$85,000",N/A,N/A
83,Research Specialist A (Department of Radiology),University of Pennsylvania,https://www.indeed.com/viewjob?jk=d23be0906e264c5c,"Philadelphia, PA, US",PA,"$44,500",N/A,N/A
84,Senior Scientist I Exton,A-TEK Inc,https://www.indeed.com/viewjob?jk=04d7ded6a6c8324b,"Exton, PA, US",PA,N/A,N/A,N/A
85,"Scientist, Quality Control","Rockland Immunochemicals, Inc.",https://www.indeed.com/viewjob?jk=808226bafeb5eeaf,"Pottstown, PA, US",PA,N/A,N/A,N/A
86,"Research Investigator, Senior",University of Pennsylvania,https://www.indeed.com/viewjob?jk=d9cda48f7207749b,"Philadelphia, PA, US",PA,"$79,500",N/A,N/A
87,"Senior, Research Investigator",University of Pennsylvania,https://www.indeed.com/viewjob?jk=32a03e0ca8cb8296,"Philadelphia, PA, US",PA,"$79,500",N/A,N/A
88,Research Postdoctoral Fellow - Grant & Sengupta Labs,Children's Hospital of Philadelphia,https://www.indeed.com/viewjob?jk=22ef785c4f3217b9,"Philadelphia, PA, US",PA,"$20,800",N/A,N/A
89,Operations Coordinator - Genetics / Genomics,Mount Sinai Health System,https://www.indeed.com/viewjob?jk=7647f6194faab616,"New York, NY, US",NY,$66482,N/A,N/A
90,Postdoctoral Fellow-MSH-13400-365,Mount Sinai Health System,https://www.indeed.com/viewjob?jk=45dbb78f3c06672a,"New York, NY, US",NY,$72500,N/A,N/A
91,Bioinformatics Software Engineer III,Memorial Sloan Kettering Cancer Center,https://www.indeed.com/viewjob?jk=4aa004eda1c637c1,"New York, NY, US",NY,"$121,400",N/A,N/A
92,Supervising Research Scientist,Rutgers University,https://www.indeed.com/viewjob?jk=90d8597d2de1b346,"New Brunswick, NJ, US",NJ,N/A,N/A,N/A
93,Bioethics Research Coordinator,Columbia University,https://www.indeed.com/viewjob?jk=a4ff40885843204e,"New York, NY, US",NY,"$66,300",N/A,N/A
94,"Principal Scientist, Bioinformatics",Quanterix,https://www.indeed.com/viewjob?jk=d2ce39a732003077,"Billerica, MA, US",MA,N/A,N/A,N/A
95,Bioinformatics Scientist,Boston Children's Hospital,https://www.indeed.com/viewjob?jk=f7fd3667e643946c,"Boston, MA, US",MA,$78540,N/A,N/A
96,Research Assistant I- D'Gama Lab,Boston Children's Hospital,https://www.indeed.com/viewjob?jk=45ee96842210cf34,"Boston, MA, US",MA,$39644,N/A,N/A
97,"Oligonucleotide Scientist I, Process Development",Editas Medicine,https://www.indeed.com/viewjob?jk=95fd8d4d165eace0,"Cambridge, MA, US",MA,"$115,000",N/A,N/A
98,"Scientist I, Analytical Sciences",Editas Medicine,https://www.indeed.com/viewjob?jk=ebac1d4eab78b415,"Cambridge, MA, US",MA,"$115,000",N/A,N/A
99,"Senior Manager, Clinical Biomarker Operations",Apogee Therapeutics,https://www.indeed.com/viewjob?jk=8345209181a4c1f2,"Boston, MA, US",MA,"$160,000",N/A,N/A
100,Laboratory Technician - Part-Time,Eurofins,https://www.indeed.com/viewjob?jk=4168b028801a92bf,"Philadelphia, PA, US",PA,N/A,N/A,N/A
101,Medical Laboratory Manager,Curesponse,https://www.indeed.com/viewjob?jk=a2fb170b7b89462b,"Philadelphia, PA, US",PA,N/A,N/A,N/A
102,Faculty Positions - HIV Cure and Viral Diseases Center,The Wistar Institute,https://www.indeed.com/viewjob?jk=fd4785069a3950cc,"Philadelphia, PA, US",PA,N/A,N/A,N/A
103,Clinical Research Coordinator A,University of Pennsylvania,https://www.indeed.com/viewjob?jk=d4f4d2c2c7f11780,"Philadelphia, PA, US",PA,"$46,500",N/A,N/A
104,Research Postdoctoral - Zhou Lab,Children's Hospital of Philadelphia,https://www.indeed.com/viewjob?jk=800fa2c6d53e6997,"Philadelphia, PA, US",PA,"$20,800",N/A,N/A
105,Inside Sales Representative - 2 - Remote 3259295 I-HOLOGIC-2 ISR Endometrial,IQVIA,https://www.indeed.com/viewjob?jk=f57b037f7397a3e8,"Parsippany-Troy Hills, NJ, US",NJ,"$65,000",N/A,N/A
106,Site Safety Manager,nan,https://www.indeed.com/viewjob?jk=c7f5060c57083672,"New York, NY, US",NY,N/A,N/A,N/A
107,Project Manager (MEP),"JRM Construction Management, LLC",https://www.indeed.com/viewjob?jk=02e0d98ea282a556,"New York, NY, US",NY,"$180,000",N/A,N/A
108,I&C Superintendent (Traveler),IPS-Integrated Project Services,https://www.indeed.com/viewjob?jk=d283be5db042fcbc,"Somerset, NJ, US",NJ,N/A,N/A,N/A
109,Process Equipment Superintendent,IPS-Integrated Project Services,https://www.indeed.com/viewjob?jk=73f89fd24de6ca9a,"Somerset, NJ, US",NJ,N/A,N/A,N/A
110,Process Piping Superintendent (Traveler),IPS-Integrated Project Services,https://www.indeed.com/viewjob?jk=e629fc8d2e169d0d,"Somerset, NJ, US",NJ,N/A,N/A,N/A
111,Assistant Project Manager (Public Sector),"JRM Construction Management, LLC",https://www.indeed.com/viewjob?jk=2a703899e0cb9de1,"New York, NY, US",NY,"$100,000",N/A,N/A
112,"Vice President, Market Research & AI",nan,https://www.indeed.com/viewjob?jk=92757e6b8f8b17a5,"New York, NY, US",NY,N/A,N/A,N/A
113,"Vice President, Market Research",nan,https://www.indeed.com/viewjob?jk=a788aa8ce190ed5d,"New York, NY, US",NY,N/A,N/A,N/A
114,CIO Advisory Supervisor,RSM,https://www.indeed.com/viewjob?jk=b3b0783345703c79,"New York, NY, US",NY,"$101,000",N/A,N/A
115,"Sales Executive - Prenatal - Yonkers, NY",Myriad Genetics,https://www.indeed.com/viewjob?jk=318b903c76375376,"Yonkers, NY, US",NY,"$180,000 – $205,000",N/A,N/A
116,"Senior Director, Learning Instructional Design and Course Creation",Pfizer,https://www.indeed.com/viewjob?jk=c61ed014779b2662,"New York, NY, US",NY,"$214,900",N/A,2026-01-26
117,"Director, Patent Attorney",Regeneron,https://www.indeed.com/viewjob?jk=311609fe0a22e45c,"Tarrytown, NY, US",NY,"$205,000",N/A,N/A
118,"Sales Executive - Hereditary Cancer Screening - New Brunswick, NJ",Myriad Genetics,https://www.indeed.com/viewjob?jk=92e267e29b5ae014,"New Brunswick, NJ, US",NJ,"$180,000 – $205,000",N/A,N/A
119,"Sales Executive - Hereditary Cancer Screening - Spring Valley, NY",Myriad Genetics,https://www.indeed.com/viewjob?jk=35d329235e2832d7,"Spring Valley, NY, US",NY,"$180,000 – $205,000",N/A,N/A
120,"Sales Executive - Prenatal - Jersey City, NJ",Myriad Genetics,https://www.indeed.com/viewjob?jk=4346816dec41fe30,"Jersey City, NJ, US",NJ,"$180,000 – $205,000",N/A,N/A
121,"Sales Executive - Hereditary Cancer Screening - Brooklyn, NY",Myriad Genetics,https://www.indeed.com/viewjob?jk=27c89d768c2e2593,"Brooklyn, NY, US",NY,"$180,000 – $205,000",N/A,N/A
122,"Sales Executive - Hereditary Cancer Screening - Long Island/West, NY",Myriad Genetics,https://www.indeed.com/viewjob?jk=5da44d360d683243,"Brooklyn, NY, US",NY,"$180,000 – $205,000",N/A,N/A
123,"Director, Patent Attorney",Regeneron,https://www.indeed.com/viewjob?jk=afbfafbee7f921fd,"Tarrytown, NY, US",NY,"$205,000",N/A,N/A
124,"Senior Healthcare & Life Sciences Solutions Architect, AI Solutions",Amazon Web Services,https://www.indeed.com/viewjob?jk=7751766bdc9b7d75,"New York, NY, US",NY,"$138,200",N/A,N/A
125,Bioinformatics Co-op (Fall 2026),WaVe Life Sciences,https://www.indeed.com/viewjob?jk=53339aa7d9ee49b0,"Cambridge, MA, US",MA,N/A,N/A,N/A
126,Area Sales Lead - Southeast,Intellia,https://www.indeed.com/viewjob?jk=cd51392f5a0c2a45,"Cambridge, MA, US",MA,"$231,300",N/A,N/A
127,Patient Access Director - East,Intellia,https://www.indeed.com/viewjob?jk=db758336737d78ba,"Cambridge, MA, US",MA,"$225,000",N/A,N/A
128,Patient Access Liaison - Northeast,Intellia,https://www.indeed.com/viewjob?jk=66aebf3454f9d680,"Cambridge, MA, US",MA,"$193,500",N/A,N/A
129,Patient Access Liaison - Northwest,Intellia,https://www.indeed.com/viewjob?jk=9f4d185efce97214,"Cambridge, MA, US",MA,"$193,500",N/A,N/A
130,Patient Access Director - West,Intellia,https://www.indeed.com/viewjob?jk=3fed1c01ff75f616,"Cambridge, MA, US",MA,"$225,000",N/A,N/A
131,Patient Access Liaison - North Central,Intellia,https://www.indeed.com/viewjob?jk=32e2b3b3677c38de,"Cambridge, MA, US",MA,"$193,500",N/A,N/A
132,Patient Access Liaison - Florida,Intellia,https://www.indeed.com/viewjob?jk=bd4ac2408c30ab1e,"Cambridge, MA, US",MA,"$193,500",N/A,N/A
133,Patient Access Liaison - Mountain,Intellia,https://www.indeed.com/viewjob?jk=633639d50197b123,"Cambridge, MA, US",MA,"$193,500",N/A,N/A
134,Area Sales Lead - Northeast,Intellia,https://www.indeed.com/viewjob?jk=86290f27e46a197c,"Cambridge, MA, US",MA,"$231,300",N/A,N/A
135,Patient Access Liaison - Southeast,Intellia,https://www.indeed.com/viewjob?jk=6adbd5064c73f64b,"Cambridge, MA, US",MA,"$193,500",N/A,N/A
136,Patient Access Liaison - Midwest,Intellia,https://www.indeed.com/viewjob?jk=bf51c9f9e23dae62,"Cambridge, MA, US",MA,"$193,500",N/A,N/A
137,Patient Access Liaison - Southern California,Intellia,https://www.indeed.com/viewjob?jk=55a9662b90edfc8a,"Cambridge, MA, US",MA,"$193,500",N/A,N/A
138,Patient Access Liaison - Texas,Intellia,https://www.indeed.com/viewjob?jk=fd6a2ca5b7598130,"Cambridge, MA, US",MA,"$193,500",N/A,N/A
139,Patient Access Liaison - Mid-Atlantic,Intellia,https://www.indeed.com/viewjob?jk=04b2253628f4a851,"Cambridge, MA, US",MA,"$193,500",N/A,N/A
140,Patient Access Liaison - South Central,Intellia,https://www.indeed.com/viewjob?jk=771beac5e9d8665b,"Cambridge, MA, US",MA,"$193,500",N/A,N/A
141,Area Sales Lead - West,Intellia,https://www.indeed.com/viewjob?jk=75b6339231a8bf7a,"Cambridge, MA, US",MA,"$231,300",N/A,N/A
142,Patient Access Liaison - Northern California,Intellia,https://www.indeed.com/viewjob?jk=9b13e7e8e807054e,"Cambridge, MA, US",MA,"$193,500",N/A,N/A
143,Area Sales Lead - Central,Intellia,https://www.indeed.com/viewjob?jk=a9f2182e985b85f2,"Cambridge, MA, US",MA,"$231,300",N/A,N/A
144,Patient Access Liaison - Ohio Valley,Intellia,https://www.indeed.com/viewjob?jk=4e415acbb91eb029,"Cambridge, MA, US",MA,"$193,500",N/A,N/A
145,QC Analyst I/II -Microbiology,Organogenesis,https://www.indeed.com/viewjob?jk=08349e35b671f7b3,"Norwood, MA, US",MA,"$5,000",N/A,N/A
146,Bioengineering Intern,Draper,https://www.indeed.com/viewjob?jk=cb20b11c1dda6b31,"Cambridge, MA, US",MA,$20,N/A,N/A
147,Field Customer Support Specialist 1 - Nexus,Charles River Laboratories,https://www.indeed.com/viewjob?jk=d01f2f460d856db8,"Wilmington, MA, US",MA,"$76,000",N/A,N/A
148,Strategic Account Liaison - South Central,Intellia,https://www.indeed.com/viewjob?jk=765e9cc708c166ae,"Cambridge, MA, US",MA,"$193,500",N/A,N/A
149,Strategic Account Liaison - Southeast,Intellia,https://www.indeed.com/viewjob?jk=1b2d4da8e9210212,"Cambridge, MA, US",MA,"$193,500",N/A,N/A
150,Strategic Account Liaison - Florida,Intellia,https://www.indeed.com/viewjob?jk=3cbb4ef0e62eee7f,"Cambridge, MA, US",MA,"$193,500",N/A,N/A
151,Strategic Account Liaison - Mid-Atlantic,Intellia,https://www.indeed.com/viewjob?jk=aa617f8b30917c5f,"Cambridge, MA, US",MA,"$193,500",N/A,N/A
152,Strategic Account Liaison - Northern California,Intellia,https://www.indeed.com/viewjob?jk=f497a9c3d06c3f2f,"Cambridge, MA, US",MA,"$193,500",N/A,N/A
153,Strategic Accounts Director - West,Intellia,https://www.indeed.com/viewjob?jk=5c57bd1e2a500b2f,"Cambridge, MA, US",MA,"$225,000",N/A,N/A
154,Strategic Account Liaison - Northeast,Intellia,https://www.indeed.com/viewjob?jk=56062edc14154c4c,"Cambridge, MA, US",MA,"$193,500",N/A,N/A
